,OBJECTID,REFVAL,ADDRESS,PROPOSAL,STATUS,DECISION,DEC_DATE,SHAPE.AREA,SHAPE.LEN,OBJECTID_1,StartYear,Postcode
7381,186743,14/01069/F,Plymouth Brethren Meeting Hall & Lynwood House623 & 625 Bath RoadBrislingtonBristolBS4 3LF,"Demolition of existing hall and erection of 52 dwellings, which includes the conversion of Lynwood house into 4 apartments and redevelopment of the coach house into 3 dwellings with associated highway layout works, car & bicycle parking, bin storage & landscaping (Major Application).",GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,186743,14,BS4 3LF
7498,187013,14/05011/H,153 Allison RoadBristolBS4 4PG,Proposed excavation works to form driveway for a single car and side extension,GRANTED subject to condition(s),GRANTED subject to condition(s),-872574976.0,0,0,187013,14,BS4 4PG
7508,187029,14/02419/F,80 Birchwood RoadBristolBS4 4QN,Proposed new dwellinghouse.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1354640384.0,0,0,187029,14,BS4 4QN
7516,187041,14/02462/F,3 Birchwood RoadBristolBS4 4QH,Proposed change of use from Retail (Use Class A1) to Cafe/Restaurant (Use Class A3) and associated external alterations comprising new shopfront and erection of a single storey rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),1323759616.0,0,0,187041,14,BS4 4QH
7519,187051,14/03890/H,20 Stoneleigh RoadBristolBS4 2RJ,Proposed single storey rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1009040384.0,0,0,187051,14,BS4 2RJ
7520,187052,14/03927/H,1 St Helier AvenueBristolBS4 4SE,"Proposed partial single storey front extension, single storey rear extension and new roof.",GRANTED subject to condition(s),GRANTED subject to condition(s),-897607680.0,0,0,187052,14,BS4 4SE
7541,187086,14/00145/H,171 Allison RoadBristolBS4 4PA,Proposed detached a garage located to the rear of the property.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1800371200.0,0,0,187086,14,BS4 4PA
7555,187128,14/04576/H,112 Winchester RoadBristolBS4 3NL,Proposed single storey rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1070407680.0,0,0,187128,14,BS4 3NL
7556,187129,14/04569/LA,Heathcourt HouseIronmould LaneBristolBS4 5RS,Proposal to install an electrical Car Charging point externally in the existing porch on the west elevation of Heath Court House.,GRANTED subject to condition(s),GRANTED subject to condition(s),805359616.0,0,0,187129,14,BS4 5RS
7559,187137,14/04570/F,142 - 148 Bath RoadTotterdownBristolBS4 3EF,"Restoration of 4 town houses including a change of use of the ground floor from business to residential use, associated external alterations and demolition of rear outbuildings.",GRANTED subject to condition(s),GRANTED subject to condition(s),-465607680.0,0,0,187137,14,BS4 3EF
7568,187155,14/04696/H,12 Alford RoadBristolBS4 3HS,Proposed side and rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),52792320.0,0,0,187155,14,BS4 3HS
7575,187174,14/02258/VD,Arnos Vale CemeteryBath RoadBrislingtonBristolBS4 3EW,Cypress Tree - Hit by lorry and damaged.,Pending Consideration,,,0,0,187174,14,BS4 3EW
7606,187240,14/01517/H,95 Robertson DriveBristolBS4 4RG,Convert the existing garage to a study and construct a new garage to the side of the house. Infill existing porch with new windows.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1318305792.0,0,0,187240,14,BS4 4RG
7628,187312,14/00232/F,23 Brislington HillBristolBS4 5BE,Proposed new shopfront to replace the existing installation.,GRANTED subject to condition(s),GRANTED subject to condition(s),-72371200.0,0,0,187312,14,BS4 5BE
7653,187394,14/01306/H,Swiss Cottage Ironmould LaneBristolBS4 5SD,Construction of a detached timber framed barn for the storage of garden machinery.,GRANTED subject to condition(s),GRANTED subject to condition(s),841694208.0,0,0,187394,14,BS4 5SD
7669,187430,14/04738/F,West Town Lane AcademyWest Town LaneBrislingtonBristolBS4 5DT,Replace existing modular building with double classroom.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1045374976.0,0,0,187430,14,BS4 5DT
7672,187441,14/04785/F,Co-Op Store68 Broomhill RoadBristolBS4 4SD,Installation of 2 no. condensers (AC and plant) and barrier rail to the delivery area at the rear of the store.,GRANTED subject to condition(s),GRANTED subject to condition(s),-984007680.0,0,0,187441,14,BS4 4SD
7716,187543,14/00874/LA,Arnos Vale CemeteryBath RoadBrislingtonBristolBS4 3EW,Refurbishment of educational space within the Grade II* listed Spielman Centre to address the acoustic issues.,GRANTED subject to condition(s),GRANTED subject to condition(s),1828428800.0,0,0,187543,14,BS4 3EW
7717,187544,14/00946/H,124 Broad WalkBristolBS4 2RS,Two storey side extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1343338496.0,0,0,187544,14,BS4 2RS
7731,187592,14/04922/H,5 Edna AvenueBristolBS4 4LA,Single storey rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),-267774976.0,0,0,187592,14,BS4 4LA
7733,187594,14/04928/LA,Lynwood House625 Bath RoadBrislingtonBristolBS4 3LF,"Internal and extenal alterations, to facilitate the buildings conversion granted under application nos. 14/01069/F and 14/01120/LA.",GRANTED subject to condition(s),GRANTED subject to condition(s),-206407680.0,0,0,187594,14,BS4 3LF
7742,187616,14/01300/A,830 - 840 Bath RoadBrislingtonBristolBS4 5LQ,Externally illuminated directional signage.,GRANTED subject to condition(s),GRANTED subject to condition(s),643861504.0,0,0,187616,14,BS4 5LQ
7776,187702,14/01784/A,Tesco Stores LtdMarmalade LaneBristolBS4 5AY,"Site, building and petrol station signage.",GRANTED subject to condition(s),GRANTED subject to condition(s),-1577505792.0,0,0,187702,14,BS4 5AY
7790,187741,14/00592/F,Ground Floor Flat31A Hollywood RoadBristolBS4 4LD,Proposed single storey extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),964428800.0,0,0,187741,14,BS4 4LD
7824,187805,14/04793/F,BOCWhitby RoadBristolBS4 3QH,Constructing an extension of a freestanding canopy structure to be located adjacent to the existing filling building at the BOC Bristol depot.,GRANTED subject to condition(s),GRANTED subject to condition(s),2039992320.0,0,0,187805,14,BS4 3QH
7825,187807,14/04818/F,Unit 1Riverside Business ParkSt Annes RoadSt AnnesBristolBS4 4ED,Proposed construction of rooftop extension of 479sq m to the existing building (use B1/B2/B8 - as existing site use) and associated alterations to parking.,GRANTED subject to condition(s),GRANTED subject to condition(s),-206407680.0,0,0,187807,14,BS4 4ED
7831,187822,14/00411/H,1 Woodcroft CloseBristolBS4 4QP,Proposed two storey side extension and loft conversion.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1454771200.0,0,0,187822,14,BS4 4QP
7845,187845,14/03160/H,89 Kingshill RoadBristolBS4 2SW,Replace detached pre-fabricated garage with block built garage.,GRANTED subject to condition(s),GRANTED subject to condition(s),-170073088.0,0,0,187845,14,BS4 2SW
7873,187913,14/03211/H,1 Wycombe GroveBristolBS4 5AJ,Single storey side & rear extension to form new living/bedroom area.,GRANTED subject to condition(s),GRANTED subject to condition(s),-688473088.0,0,0,187913,14,BS4 5AJ
7888,187949,14/04842/F,Brislington Fire StationBonville RoadBristolBS4 5PS,"Change of Use of existing Fire Station (Sui Generis) to light industrial, research and development, general industrial or warehousing and storage use (Use Classes B1, B2, B8)",GRANTED subject to condition(s),GRANTED subject to condition(s),1348792320.0,0,0,187949,14,BS4 5PS
7903,187972,14/01727/F,47 Daventry RoadBristolBS4 1DH,Proposed erection of 2 no. 2 bedroom flats and provision of bin and cycle storage areas and amenity space.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1318305792.0,0,0,187972,14,BS4 1DH
7928,188018,14/05150/VP,29 Runswick RoadBristolBS4 3HY,Ash tree (T1) to be crown reduced by 3m and crown lifted to 4m and  purple prunus (T2) to crown reduce by 1.5m crown lift to 3m protected by tree preservation order no. 243.,GRANTED,GRANTED,225592320.0,0,0,188018,14,BS4 3HY
7971,188102,14/00700/H,51 Haverstock RoadBristolBS4 2DA,Retention of erection of a timber and glass rear conservatory.,GRANTED subject to condition(s),GRANTED subject to condition(s),1680661504.0,0,0,188102,14,BS4 2DA
7974,188124,14/01318/H,8 Grantson CloseBristolBS4 4NA,Proposed two storey side and single storey rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),1100894208.0,0,0,188124,14,BS4 4NA
7984,188143,14/05196/F,147 Broadfield RoadBristolBS4 2UY,Detached single dwelling house to rear of property with off street parking.,GRANTED subject to condition(s),GRANTED subject to condition(s),1607992320.0,0,0,188143,14,BS4 2UY
7988,188147,14/05198/F,150-154 Bath RoadTotterdownBristolBS4 3EF,Proposed new roof structure to 3 no. dwellings to provide additional floor space to each dwelling.,GRANTED subject to condition(s),GRANTED subject to condition(s),830392320.0,0,0,188147,14,BS4 3EF
8009,188186,14/01346/H,147 Allison RoadBristolBS4 4PG,Two storey side extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),-652138496.0,0,0,188186,14,BS4 4PG
8014,188197,14/01340/H,2 School RoadBrislingtonBristolBS4 4RF,Proposed PVCU conservatory at the rear of the property.,GRANTED subject to condition(s),GRANTED subject to condition(s),989461504.0,0,0,188197,14,BS4 4RF
8030,188236,14/04908/H,18 Chatsworth RoadBrislingtonBristolBS4 3EY,Demolition of rear lean-to extension. Construction of ground floor extension and dormer roof extension at the rear of the property.,GRANTED subject to condition(s),GRANTED subject to condition(s),1521592320.0,0,0,188236,14,BS4 3EY
8043,188271,14/02473/H,49 Novers Park RoadBristolBS4 1RL,"Proposed single storey garage and utility room in the rear garden, with pitched roof with skylights.",GRANTED subject to condition(s),GRANTED subject to condition(s),1792094208.0,0,0,188271,14,BS4 1RL
8047,188282,14/05065/A,68 Broomhill RoadBristolBS4 4SD,"Sign 1 & 2) Re-arranging existing fascia, upgrading existing LEDs and applying additional vinyl Opening Hours text. Sign 3) Aluminium projection sign with applied acrylic The Co-operative food text with vinyl face.",GRANTED subject to condition(s),GRANTED subject to condition(s),-1131774976.0,0,0,188282,14,BS4 4SD
8070,188349,14/02359/F,68 Churchill RoadBristolBS4 3RW,Conversion of existing commercial premises into a 3no. bedroom single dwelling.,GRANTED subject to condition(s),GRANTED subject to condition(s),348326912.0,0,0,188349,14,BS4 3RW
8081,188369,14/04902/F,Former Pizza HutWhitby RoadBristolBS4 8QS,"Change of use from restaurant (A3) to commercial vehicle sales and hire depot, with sales office and associated ancillary services.",GRANTED subject to condition(s),GRANTED subject to condition(s),-206407680.0,0,0,188369,14,BS4 8QS
8107,188423,14/03662/H,17 Brecknock RoadBristolBS4 2DE,Single storey rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1700240384.0,0,0,188423,14,BS4 2DE
8189,188601,14/05255/H,151 Broomhill RoadBristolBS4 4RY,Proposed side extension and boundary wall along Eastwood Crescent.,GRANTED subject to condition(s),GRANTED subject to condition(s),830392320.0,0,0,188601,14,BS4 4RY
8217,188646,14/04134/H,31 Glenarm RoadBristolBS4 4LW,Proposed single storey side and rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),805359616.0,0,0,188646,14,BS4 4LW
8221,188660,14/04909/H,7 Evans CloseBristolBS4 4SJ,Erection of a two storey side extension with single storey rear extension,GRANTED subject to condition(s),GRANTED subject to condition(s),52792320.0,0,0,188660,14,BS4 4SJ
8226,188673,14/04998/F,1 - 3 Dixon RoadBristolBS4 5QY,Conversion of first and second floor office space to overnight staff accommodation.,GRANTED subject to condition(s),GRANTED subject to condition(s),1435192320.0,0,0,188673,14,BS4 5QY
8230,188679,14/00488/A,23 Brislington HillBristolBS4 5BE,Internally illuminated shop fascia and projecting sign.,GRANTED subject to condition(s),GRANTED subject to condition(s),705228800.0,0,0,188679,14,BS4 5BE
8248,188719,14/05948/F,Arnos Vale Cemetery West LodgeBath RoadBrislingtonBristolBS4 3EW,Installation of new external lighting units in several locations at Arnos Vale Cemetery.,GRANTED subject to condition(s),GRANTED subject to condition(s),596225024.0,0,0,188719,14,BS4 3EW
8286,188813,15/01189/H,6 Melvin SquareBristolBS4 1LZ,Single storey side extension to provide bedroom and wet room.,GRANTED subject to condition(s),GRANTED subject to condition(s),-649709568.0,0,0,188813,15,BS4 1LZ
8290,188819,14/05921/F,Knowle Golf ClubFairwayBristolBS4 5DF,"Glazed canopies, porch extension and enlargement/alteration of lounge area by infilling beneath existing first floor office at golf clubhouse.",GRANTED subject to condition(s),GRANTED subject to condition(s),-736109568.0,0,0,188819,14,BS4 5DF
8297,188835,15/01401/H,1 Cowdray RoadBristolBS4 1SF,Erection of two storey side extension/granny annexe.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1722844160.0,0,0,188835,15,BS4 1SF
8310,188856,14/05577/H,119 Broad WalkBristolBS4 2RT,Single storey front porch extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),1953592320.0,0,0,188856,14,BS4 2RT
8319,188899,15/01214/A,Natwest Bank 290 Wells RoadKnowleBristolBS4 2QA,Installation of external shopfront signage.,GRANTED subject to condition(s),GRANTED subject to condition(s),214290432.0,0,0,188899,15,BS4 2QA
8334,188945,15/00940/H,36 Talbot RoadBristolBS4 2NN,"Demolish existing rear extensions, erect 2 storey side & single storey rear elevation, ground floor front bay window.",GRANTED subject to condition(s),GRANTED subject to condition(s),-1859309568.0,0,0,188945,15,BS4 2NN
8349,188973,15/01524/H,80 Talbot RoadBristolBS4 2NT,Retention of raised garden decking to rear.,GRANTED subject to condition(s),GRANTED subject to condition(s),1189723136.0,0,0,188973,15,BS4 2NT
8361,188988,15/01569/H,112 Crossways RoadBristolBS4 2SU,"Proposed first floor extension with 2 bed velux loft conversion, incorporated with new extended roof.",GRANTED subject to condition(s),GRANTED subject to condition(s),498523136.0,0,0,188988,15,BS4 2SU
8366,189000,15/01683/H,49 Manworthy RoadBristolBS4 4PS,Proposed detached garden house in the rear garden.,GRANTED subject to condition(s),GRANTED subject to condition(s),-538276864.0,0,0,189000,15,BS4 4PS
8384,189044,15/01499/LA,49 Brislington HillKeepers CottageBristolBS4 5NJ,Full re-point to exterior walls and painted Internally re-plaster ceiling using lime plaster and remove plaster to walls & replace as appropriate (paint with lime wash). Remove paint from walls & replacement of some floorboards with reclaimed pine floorboards. Re-wiring.,GRANTED subject to condition(s),GRANTED subject to condition(s),462188544.0,0,0,189044,15,BS4 5NJ
8399,189090,15/00452/H,29 Hill CrestBristolBS4 2UN,Proposed double storey side and part rear elevation.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1686509568.0,0,0,189090,15,BS4 2UN
8413,189113,15/01720/H,5 Gotley RoadBristolBS4 5AT,Demolish part of existing kitchen extension. Proposed single storey extension to wrap around rear and side of dwelling.,GRANTED subject to condition(s),GRANTED subject to condition(s),-711076864.0,0,0,189113,15,BS4 5AT
8449,189172,15/00979/H,45 Crossways RoadBristolBS4 2SP,"Demolition of garage; side extension to main roof; and the erection of a two storey, side extension to create a 'granny' annexe at ground floor with further accommodation to the main house above. Three off-street parking spaces to be created with a new vehicular access.",GRANTED subject to condition(s),GRANTED subject to condition(s),412123136.0,0,0,189172,15,BS4 2SP
8503,189311,15/01285/H,9 Langton RoadBristolBS4 4EW,Rebuild part of existing rear extension and raise roof level. Raised decking.,GRANTED subject to condition(s),GRANTED subject to condition(s),-451876864.0,0,0,189311,15,BS4 4EW
8506,189316,15/01352/X,117 Birchwood RoadBristolBS4 4RB,"Variation of approved drawings following grant of planning permission 12/04544/F for conversion and extension of existing dwelling to form 2 dwellings following demolition of existing single storey side extensions, and construction of 2 dwellings (one either side of retained dwelling). First floor terrace to plots 1 & 4 in lieu of roof.",GRANTED subject to condition(s),GRANTED subject to condition(s),1683090432.0,0,0,189316,15,BS4 4RB
8542,189396,15/02154/F,Rear Of Plots 1-4 117 Birchwood RoadBristolBS4 4RB,Construction of 4 No. attached garages to rear of site.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1809244160.0,0,0,189396,15,BS4 4RB
8547,189407,15/02201/FB,Knowle DGELeinster AvenueBristolBS4 1NN,Amendments to existing hard landscaping to facilitate access for a 'learning bus'.,GRANTED subject to condition(s),GRANTED subject to condition(s),1967323136.0,0,0,189407,15,BS4 1NN
8548,189408,15/02211/F,BOCWhitby RoadBristolBS4 3QH,"Construction of a freestanding sort canopy for the storage of medical gases, and associated surrounding hardstanding",GRANTED subject to condition(s),GRANTED subject to condition(s),584923136.0,0,0,189408,15,BS4 3QH
8564,189439,14/05603/F,139 Lichfield RoadBristolBS4 4BL,Proposed erection of a two storey side extension to create a new 3 bedroom dwelling.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1193142272.0,0,0,189439,14,BS4 4BL
8607,189523,15/00023/A,817 Bath RoadBrislingtonBristolBS4 5NL,Existing non-illuminated signage above ATM to be replaced with new non-illuminated signage design in same location.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1106742272.0,0,0,189523,15,BS4 5NL
8641,189594,14/05556/F,Central Bodyshop807 Bath RoadBrislingtonBristolBS4 5NL,Re-roofing/over cladding of existing cementitious roof with metal sheet cladding and installation of vertical sheet metal cladding to front gable elevation over flat roof area and reinstatement of existing signage.,GRANTED subject to condition(s),GRANTED subject to condition(s),1546625024.0,0,0,189594,14,BS4 5NL
8687,189702,15/03616/LA,Dave Lewis FlooringIronmould LaneBristolBS4 5RS,Conversion of storage sheds to residential use as a 2 bedroom dwelling and associated works,GRANTED subject to condition(s),GRANTED subject to condition(s),832821248.0,0,0,189702,15,BS4 5RS
8716,189760,15/00541/F,Broomhill Infants SchoolFermaine AvenueBristolBS4 4UY,Installation of a Portakabin standard double classroom to replace an existing modular building which is no longer fit for purpose.,GRANTED subject to condition(s),GRANTED subject to condition(s),1830857728.0,0,0,189760,15,BS4 4UY
8725,189779,15/02342/H,32 Stockwood CrescentBristolBS4 1AW,Proposed two storey rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),1276123136.0,0,0,189779,15,BS4 1AW
8733,189789,15/02428/H,31 Allison RoadBristolBS4 4PW,Proposed creation of access to highway and works to create parking in front garden.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1463644160.0,0,0,189789,15,BS4 4PW
8750,189812,14/06254/F,249 Redcatch RoadBristolBS4 2HQ,Proposed erection of 6 No. 4-bedroom and 2 No. 3-bedroom dwellings and all associated infrastructure works.,GRANTED subject to condition(s),GRANTED subject to condition(s),1398857728.0,0,0,189812,14,BS4 2HQ
8783,189893,14/05739/F,12 Birchwood RoadBristolBS4 4QH,Demolition of existing bungalow and construct a pair of semi-detached houses.,GRANTED subject to condition(s),GRANTED subject to condition(s),1485257728.0,0,0,189893,14,BS4 4QH
8792,189920,14/02916/F,202 Allison RoadBristolBS4 4NZ,Demolition of House and Hall and proposed erection of 5 no. houses.,GRANTED subject to condition(s),GRANTED subject to condition(s),-256473088.0,0,0,189920,14,BS4 4NZ
8807,189952,14/05949/LA,Arnos Vale CemeteryWest LodgeBath RoadBrislingtonBristolBS4 3EW,Installation of new external lighting units in several locations at Arnos Vale Cemetery.,GRANTED subject to condition(s),GRANTED subject to condition(s),596225024.0,0,0,189952,14,BS4 3EW
8810,189957,14/06111/LA,Kings Arms Public HouseHollywood RoadBristolBS4 4LF,"Re-render premises, replacement of gutters and downpipes, replacement of two roof lights.",GRANTED subject to condition(s),GRANTED subject to condition(s),1917257728.0,0,0,189957,14,BS4 4LF
8822,189986,15/02940/H,1 Evans CloseBristolBS4 4SJ,"Proposed Extension of garage to the front, and conversion of existing garage to provide additional living accommodation.",GRANTED subject to condition(s),GRANTED subject to condition(s),-513244160.0,0,0,189986,15,BS4 4SJ
8838,190027,15/00031/F,Weir HouseWhitby RoadBristolBS4 4AR,Recladding of existing facade incorporating external insulation and new fenestration and new perimeter fencing and refuse enclosure following change of use through permitted development to residential use application ref:14/03482/COU.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1711542272.0,0,0,190027,15,BS4 4AR
8842,190036,15/00197/H,2 Kenneth RoadBristolBS4 5AF,Proposed single storey rear and side extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),1733155840.0,0,0,190036,15,BS4 5AF
8849,190052,15/00666/F,Knowle West Health ParkDownton RoadBristolBS4 1WH,"Proposed change of use from offices to day nursery facilities and support accommodation, including a new porch, a deck, and forming a door from a window.",GRANTED subject to condition(s),GRANTED subject to condition(s),-131309568.0,0,0,190052,15,BS4 1WH
8872,190111,15/00321/F,First Floor Flat36 Sandy Park RoadBristolBS4 3PF,Proposed rear roof extension to facilitate new bedroom and bathroom at loft floor level.,GRANTED subject to condition(s),GRANTED subject to condition(s),189257728.0,0,0,190111,15,BS4 3PF
8896,190175,14/06368/H,75 Rookery RoadBristolBS4 2DX,Retrospective application for new rear garden terrace construction.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1625142272.0,0,0,190175,14,BS4 2DX
8955,190307,15/03860/H,43 Wootton CrescentBristolBS4 4AN,Detached garage in rear garden.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1745447936.0,0,0,190307,15,BS4 4AN
8959,190321,14/06363/H,Woodbrook16 St Annes Park RoadBristolBS4 4DT,Vehicle access.,GRANTED subject to condition(s),GRANTED subject to condition(s),2003657728.0,0,0,190321,14,BS4 4DT
8962,190328,14/06332/F,DunelmTramway RoadBristolBS4 3LP,"External alterations comprising demolition of ancillary site structures, partial recladding of the existing building, reconfiguration of the site parking layout, repositioning of the pedestrian access ramp and installation of a new signage structure.",GRANTED subject to condition(s),GRANTED subject to condition(s),1287425024.0,0,0,190328,14,BS4 3LP
8964,190341,15/00601/H,49 Donegal RoadBristolBS4 1PJ,Proposed single storey side and rear extensions and front porch,GRANTED subject to condition(s),GRANTED subject to condition(s),1251090432.0,0,0,190341,15,BS4 1PJ
8989,190383,14/06069/H,84 West Town LaneBrislingtonBristolBS4 5DZ,"Proposed porch extension to existing dwelling, Addition of driveway and drop kerb.",GRANTED subject to condition(s),GRANTED subject to condition(s),1805825024.0,0,0,190383,14,BS4 5DZ
8997,190401,15/00212/H,25 Cleeve RoadBristolBS4 2JR,Single storey rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),2065025024.0,0,0,190401,15,BS4 2JR
9002,190415,15/02877/H,3 Savoy RoadBristolBS4 3SX,Demolition of existing rear outhouse and erection of new single storey outhouse with exterior decking area.,GRANTED subject to condition(s),GRANTED subject to condition(s),-661011456.0,0,0,190415,15,BS4 3SX
9010,190430,15/03856/H,9 West Town AvenueBristolBS4 5DH,Retrospective permission for decking to rear corner of house.,GRANTED subject to condition(s),GRANTED subject to condition(s),400821248.0,0,0,190430,15,BS4 5DH
9020,190459,14/06038/F,57 Eastwood RoadBristolBS4 4RN,Proposed conversion of a single dwelling house to 3 no. self-contained flats and alterations and extension to the side and rear of property at ground floor level.,GRANTED subject to condition(s),GRANTED subject to condition(s),-415542272.0,0,0,190459,14,BS4 4RN
9032,190484,14/06045/F,179 And 181 Wells RoadTotterdownBristolBS4 2DB,Erection of single storey rear extension to each property and first floor extension to the rear of 179 to provide additional living space.,GRANTED subject to condition(s),GRANTED subject to condition(s),534857728.0,0,0,190484,14,BS4 2DB
9055,190524,15/00237/A,Unit BPioneer ParkBristolBS4 3QB,New signage.,GRANTED subject to condition(s),GRANTED subject to condition(s),189257728.0,0,0,190524,15,BS4 3QB
9056,190525,15/00236/F,Unit BPioneer ParkBristolBS4 3QB,The installation of new vehicle entrance doorway in the north elevation of the building.,GRANTED subject to condition(s),GRANTED subject to condition(s),189257728.0,0,0,190525,15,BS4 3QB
9084,190586,15/03965/F,9 Clothier RoadBristolBS4 5PS,Proposed two storey extension to existing building.,GRANTED subject to condition(s),GRANTED subject to condition(s),-2104778752.0,0,0,190586,15,BS4 5PS
9097,190626,15/00687/F,223 Allison RoadBristolBS4 4PA,Creation of a new dwelling to the side.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1859309568.0,0,0,190626,15,BS4 4PA
9100,190629,15/00816/H,16 Eastwood CrescentBristolBS4 4SS,"Erection of a single storey, rear extension.",GRANTED subject to condition(s),GRANTED subject to condition(s),-1686509568.0,0,0,190629,15,BS4 4SS
9113,190652,15/03774/F,357-359 Bath RoadBrislingtonBristolBS4 3EW,Loft conversion with skylights to accommodate an additional 2-bedroom flat.,GRANTED subject to condition(s),GRANTED subject to condition(s),1671788544.0,0,0,190652,15,BS4 3EW
9116,190657,15/03714/F,149 Wick RoadBristolBS4 4HH,Part demolition of existing building and erection of 5 No. 2 bed residential dwellings.,GRANTED subject to condition(s),GRANTED subject to condition(s),573621248.0,0,0,190657,15,BS4 4HH
9205,190819,14/05900/H,37 FairwayBristolBS4 5DF,Proposed two-storey side & rear extension and single storey rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),77825024.0,0,0,190819,14,BS4 5DF
9207,190822,14/06032/H,41 Broadfield RoadBristolBS4 2UH,Provision of off-street parking to the front of the property.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1020342272.0,0,0,190822,14,BS4 2UH
9214,190832,15/00258/H,50 Haverstock RoadBristolBS4 2BZ,Proposed first floor rear annexe extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1797942272.0,0,0,190832,15,BS4 2BZ
9249,190913,15/00545/F,100 Novers HillBristolBS4 1QT,Erection of 14 no. dwellings following the demolition of the existing buildings at the site (Major application).,GRANTED subject to condition(s),GRANTED subject to condition(s),1301155840.0,0,0,190913,15,BS4 1QT
9261,190937,15/03039/H,4 Hurst RoadBristolBS4 1HF,Demolition of existing garage and erection of a single storey flat roof side extension,GRANTED subject to condition(s),GRANTED subject to condition(s),-81244160.0,0,0,190937,15,BS4 1HF
9279,190967,15/00911/H,30 Hampstead RoadBristolBS4 3HJ,Single storey rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),-1600109568.0,0,0,190967,15,BS4 3HJ
9284,190990,15/01454/F,17 - 19 Emery RoadBristolBS4 5PF,Proposed covering to part of rear parking area to provide overnight storage of palleted goods prior to morning collection.,GRANTED subject to condition(s),GRANTED subject to condition(s),66523136.0,0,0,190990,15,BS4 5PF
9303,191040,15/01287/H,49 Downton RoadBristolBS4 1QA,"Erection of a two storey side extension, including associated changes to windows and doors.",GRANTED subject to condition(s),GRANTED subject to condition(s),-563309568.0,0,0,191040,15,BS4 1QA
9313,191066,15/01504/H,59 Kingshill RoadBristolBS4 2SW,Single storey rear & side extension. Front porch.,GRANTED subject to condition(s),GRANTED subject to condition(s),1942290432.0,0,0,191066,15,BS4 2SW
9320,191078,14/05364/A,The Kings Arms1 Hollywood RoadBristolBS4 4LF,Proposed illuminated and non-illuminated external signage.,GRANTED subject to condition(s),GRANTED subject to condition(s),2065025024.0,0,0,191078,14,BS4 4LF
9321,191079,14/05365/LA,The Kings Arms1 Hollywood RoadBristolBS4 4LF,Proposed illuminated and non-illuminated external signage.,GRANTED subject to condition(s),GRANTED subject to condition(s),2065025024.0,0,0,191079,14,BS4 4LF
9325,191085,15/00679/H,17 Gotley RoadBristolBS4 5AT,Construction of a two storey side extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),2003657728.0,0,0,191085,15,BS4 5AT
9344,191125,15/01806/VP,Wick House191 Wick RoadBristolBS4 4HW,"T1 Beech T2 Beech, T3 Ash, T4 Sycamore - Reduce canopy by 3m on access road side. TPO 835",GRANTED,GRANTED,-1143076864.0,0,0,191125,15,BS4 4HW
9351,191146,14/05516/F,Palmer And Harvey LtdSt Annes RoadSt AnnesBristolBS4 4EB,"Provision of 2 No loading bays and canopies for existing warehouse, including associated external alterations.",GRANTED subject to condition(s),GRANTED subject to condition(s),-1736574976.0,0,0,191146,14,BS4 4EB
9363,191179,15/01533/H,31 Hardenhuish RoadBristolBS4 3ST,Single storey rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),646290432.0,0,0,191179,15,BS4 3ST
9365,191181,15/01557/H,11 Newlyn WalkBristolBS4 2SL,Two storey extension to side and rear.,GRANTED subject to condition(s),GRANTED subject to condition(s),1337490432.0,0,0,191181,15,BS4 2SL
