OBJECTID,REFVAL,ADDRESS,PROPOSAL,STATUS,DECISION,DEC_DATE,SHAPE.AREA,SHAPE.LEN,OBJECTID_1
137875,84/04266/F,"17-19 Lower Park RowBristolBS1 5BN",Creation of residential flat on 1st and 2nd floors.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,137875
137876,84/04270/H,"203 Dundridge LaneBristolBS5 8SU",1st floor bedroom and bathroom built above existing ground floor extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,137876
137878,84/04272/F,"68 - 72 - 74 Walsh AvenueBristolBS14 9SJ",Reconstruction of external walls of Airey houses (3 No.).,GRANTED,GRANTED,,0,0,137878
137879,84/04273/F,"4, 8, 12, 16, 22, 32, 17-23, 27, 33, & 37 Fortfield RoadBristolBS14 9NT",Reconstruction of external walls of Airey houses (13 No.).,GRANTED,GRANTED,,0,0,137879
137880,84/04017/L,"1 Apsley VillasKingsdown ParadeBristolBS6 5UH",Demolition and rebuilding of boundary wall as existing.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,137880
137881,84/04277/F,"2, 42 & 69 Loxton SquareBristolBS14 9SF",Reconstruction of external walls of Airey houses (3 No.).,GRANTED,GRANTED,,0,0,137881
137882,84/04275/F,"129, 148 & 156 New Fosseway RoadBristolBS14 9LQ",Reconstruction of external walls of Airey houses (3 No.).,GRANTED,GRANTED,,0,0,137882
137884,84/04019/L,"9 Arlington MansionsArlington VillasBristolBS8 2EH","Reinstate stair to basement.  Form w.c/shower in existing room, rear basement (garden level).  Convert existing kitchen at ground floor to form bathroom.  Convert existing kitchen at 3rd floor to form shower/w.c.",GRANTED,GRANTED,,0,0,137884
137887,84/04279/F,"93, 97, 99, 116, 128 & 142 Tarnock AvenueBristolBS14 9RZ",Reconstruction of external walls of Airey houses (6 No.).,GRANTED,GRANTED,,0,0,137887
137888,84/04289/A,"17 Broad WeirBristolBS1 3AZ",internally illuminated fascia sign and internally illuminated projecting sign.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,137888
137889,84/04290/A,"32 Merchant StreetBristolBS1 3EP",New shop fascia with internal illumination.  Internally illuminated canopy fascia sign.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,137889
137890,84/04026/L,"University Of BristolQueens RoadCliftonBristolBS8 1LN",Internal alterations only to ground and lower ground floor including extensive re-servicing to accommodate the Department of Geology.,GRANTED,GRANTED,,0,0,137890
137891,84/04295/L,"27 Royal York CrescentBristolBS8 4JX",Conversion of second/third floor maisonette to two self contained flats.  New dormer windows to front and rear elevations.  New garage.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,137891
137892,84/04294/L,"25 St Michaels HillBristolBS2 8DZ","Removal of existing bathroom, formation of new bathroom, repairs and decorations.",GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,137892
137893,84/04296/F,"27 Royal York CrescentBristolBS8 4JX",Conversion of second/third floor maisonette to two self contained flats.  New dormer windows.  New garage.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,137893
137897,84/04438/F,"The Old Malt House4 - 6 Pennywell RoadBristolBS5 0TJ",Removal of existing asbestos ventilatiing towers and making good to roof.  Forming new window opening on 1st floor north evelation.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,137897
137898,84/04439/F,"29 Corn StreetBristolBS1 1HT",Install cash issuing machine.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,137898
137899,84/04441/F,"817 Bath RoadBrislingtonBristolBS4 5NL",Alterations to ground floor and extension to form new first floor to provide additional bank accommodation.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,137899
137900,84/04447/F,"7 Whitehouse PlaceBedminsterBristol","To be used for light industrial only i.e. household furniture, paint stripping and refinishing.",GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,137900
137901,84/03968/H,"7 St Brelades GroveBristolBS4 4QJ",Reconstruction of external walls of Airey House.,GRANTED,GRANTED,,0,0,137901
137903,84/04196/F,"16 Philip StreetBedminsterBristol",Change of use from Hotel to Nursing Home for people suffering from mental illness.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,137903
137904,84/04205/H,"24 Goslet RoadBristolBS14 8SP",Single storey porch at front of house.,GRANTED,GRANTED,,0,0,137904
137905,84/03975/A,"Ashley Arms PH112-114 Ashley Down RoadBristolBS7 9JR",Painted illuminated fascia sign.,GRANTED,GRANTED,,0,0,137905
137906,84/04433/A,"262 Stapleton RoadBristolBS5 0NP","1 externally illuminated fascia sign: 1 externally illuminated hanging sign; 2 over-door panels.",GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,137906
137919,84/04622/F,"4 Grove RoadRedlandBristolBS6 6UJ","Improvements and re-arrangement of existing residential and office accommodation, which includes demolition of a lean-to WC at rear and construction of new kitchen extension and provision of new access stair to lower ground floor.",GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,137919
137920,84/04623/F,"11 Dartmoor StreetBristolBS3 1HG",Replace existing two storey rear extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,137920
137921,84/04624/H,"5 Maplestone RoadBristolBS14 0HQ","Single storey extension to rear of property (additional living area) and single storey extension to front of property (new porch, extension to garage and front living area).",GRANTED,GRANTED,,0,0,137921
137922,84/04630/H,"38 Tranmere AvenueBristolBS10 7JL",New double garage.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,137922
138100,84/04209/A,"23 Penn StreetBristolBS1 3AU",Internally illuminated projecting sign.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,138100
138101,84/04228/H,"111 Pen Park RoadBristolBS10 6BS",Formation of access onto a Classified Road - Haulingway.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,138101
138104,84/04300/H,"25 Great BrockeridgeBristolBS9 3UB","Installation of 30'0"" (9.3m) High Radio Antenna Mast with antenna from chimney stack totop of mast.",GRANTED,GRANTED,,0,0,138104
138105,84/04299/F,"H T V WestBath RoadBrislingtonBristolBS4 3HG",Erection of 6 No. Temporary Office Units in 3 No. double stacked groups.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,138105
138106,84/04302/H,"19 Glen Park GardensBristolBS5 7NE",Single storey extension to rear of bungalow to gain access to new dormer roof conversion.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,138106
138107,84/04030/H,"41 Hazel GroveBristolBS7 0NG",Single storey rear kitchen extension.,GRANTED,GRANTED,,0,0,138107
138108,84/04309/F,"548-554 Fishponds RoadFishpondsBristolBS16 3DD",Extension to form first floor offices and ancillary toilets.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,138108
138123,84/04648/F,"1 - 3 Villiers RoadBristolBS5 0JH",Erection of sectional outdoor coldroom 20' x 8'.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,138123
138303,84/03988/F,"2-4 Gloucester RoadBishopstonBristolBS7 8AE",Private 'members only' Snooker Club.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,138303
138304,84/03989/F,"12A Greenway RoadBristolBS6 6SG",Construction of link between Old Coach House and main building.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,138304
138306,84/03992/F,"53-55 Corn StreetBristolBS1 1HT",Conversion of small part of office stores into Cashpoint area (through-the-wall) and opening up of wall to give access to bank area.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,138306
138307,84/04233/H,"Kenton MewsBristolBS9 4LT","Living room and garage. Two storey kitchen and bedroom extension. First floor bedroom extension.  First floor bedroom over existing.  New glazed entrance to lobby, Wine Store and Porch.",GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,138307
138308,84/03994/L,"123 Ashley RoadBristolBS6 5NU",Improvement and conversion into four self-contained flats.,GRANTED,GRANTED,,0,0,138308
138309,84/03995/F,"123 Ashley RoadBristolBS6 5NU",Improvement and conversion into four self-contained flats.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,138309
138315,84/04538/F,"28 Third WayBristolBS11 9RH",Construction of a temporary classroom accommodation for British United Transport Training School.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,138315
138316,84/04540/M,"Fork Trucks Southwest LtdBurcott RoadBristolBS11 8AD",Office building including inspection room and toilet facilities.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,138316
138318,84/04544/H,"Mansion House StablesLitfield RoadBristolBS8 3LL",Construction of pitched roof over existing flat roof and internal works.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,138318
138319,84/04545/F,"59A Alma RoadBristolBS8 2DE","Removal of upper floor, replacement and repair.",GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,138319
138321,84/04548/F,"4 - 6 North StreetBedminsterBristolBS3 1HT","Alterations to doors and windows on the front and rear elevations; rear extension to form new commercial kitchen; new rear fire escape from first floor and internal alterations",GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,138321
138322,84/04549/H,"26 Callington RoadBristolBS4 5BW",Double garage to replace existing single garage.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,138322
138473,84/04564/A,"53 GreenleazeBristolBS4 2TL",Internally illuminated fascia sign.,GRANTED,GRANTED,,0,0,138473
138474,84/04567/H,"87 Ravenhill RoadBristolBS3 5BS",1. Single storey rear kitchen extension . 2. Storm porch to front of dwelling. 3 Replace single garage at rear with double.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,138474
138499,84/04251/L,"2-12 Saville Plce &14 Regent StreetBristolBS8 4HG","Four floors office accommodation, office/retail at ground floor level including existing Post Office, basement car park for 22 cars.",GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,138499
138501,84/04255/F,"Seven Ways Service StationSussex PlaceBristolBS2 9QP",Redevelopment of existing petrol filling station including new forecourt and reconstructed control building.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,138501
138504,84/04014/H,"25 Chatsworth RoadFishpondsBristolBS16 3QP",First floor bathroom extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,138504
138505,84/04274/F,"2-5 & 10-11 Stavordale GroveBristolBS14 9LH",Reconstruction of external walls of Airey houses (6 No.).,GRANTED,GRANTED,,0,0,138505
138506,84/04016/H,"40 Ellicott RoadBristolBS7 9PT",Third bedroom over existing garage.,GRANTED,GRANTED,,0,0,138506
138507,84/04280/F,"10 Clatworthy DriveBristolBS14 9RU",Reconstruction of external walls of Airey house.,GRANTED,GRANTED,,0,0,138507
138508,84/04278/F,"1- 2 Cornhill DriveBristolBS14 9SA",Reconstruction of external walls of Airey houses (2 No.).,GRANTED,GRANTED,,0,0,138508
138509,84/04291/A,"139 Whiteladies RoadBristolBS8 2PL",Internally illuminated projecting sign.,GRANTED,GRANTED,,0,0,138509
138510,84/04310/F,"Bourne EndOkebourne RoadBristolBS10 6RF",Minor alterations.,GRANTED,GRANTED,,0,0,138510
138515,84/04448/H,"8 Justice RoadBristolBS16 3JE",Kitchen extension.,GRANTED,GRANTED,,0,0,138515
138516,84/04451/F,"36 Belvoir RoadBristolBS6 5DJ",Conversion to 2 no self-contained maisonettes.,GRANTED,GRANTED,,0,0,138516
138517,84/04455/H,"211 Passage RoadHenburyBristolBS10 7DL","Two storey kitchen, bathroom and bedroom extension.",GRANTED,GRANTED,,0,0,138517
138518,84/04458/L,"Blaise Castle House MuseumHenbury RoadHenburyBristolBS10 7QS","Removal of existing steel/cast iron stair to drum and insertion of new spiral concrete staircase to turret 1, new steel entrance doors and window shutters to drum, mechanical turnstile, roof paviours and other incidental structural repairs.",GRANTED,GRANTED,,0,0,138518
138519,84/04463/F,"52 Brighton RoadBristolBS6 6NH",Construction of a pitched tiled roof over an existing flat roof and general roof repairs.,GRANTED,GRANTED,,0,0,138519
138520,84/04456/F,"Land At Junction Of Charles Street AndKing Square AvenueBristol",Change of use to professional photographic laboratory on ground floor only.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,138520
138543,84/02978/F,"18 Chatsworth RoadFishpondsBristolBS16 3QR",Two storey side extension.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,138543
138675,84/04635/L,"1 Ambra Vale SouthBristolBS8 4RN",Erection of 2 storey rear extension to replace existing rear annexe.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,138675
138677,84/04643/H,"336 Lodge CausewayBristolBS16 3PQ",Creation of vehicular access onto a classified road.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,138677
138678,84/04660/F,"398 Wells RoadBristolBS4 2QP",Detached house.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,138678
138679,84/04661/F,"300 Wells RoadBristolBS4 2QG",Change of use to Estate Agents.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,138679
138700,84/04307/A,"101 Fishponds RoadEastvilleBristol",Illuminated projecting shop sign.,GRANTED,GRANTED,,0,0,138700
138705,84/04044/L,"119 Princess Victoria StreetBristolBS8 4DD",Insert glazing bars in shop window and replace existing entrace door.  Re-instate bay window cornice.  Install new WC on second floor and bathroom in basement constructing necessary new partition walls.,GRANTED,GRANTED,,0,0,138705
138711,84/04650/H,"83 Church RoadBishopsworthBristolBS13 8JU",Rear kitchen/diner extension and WC.,GRANTED,GRANTED,,0,0,138711
138712,84/04572/A,"2-4 Gloucester RoadBishopstonBristolBS7 8AE",Externally illuminated fascia sign.,GRANTED,GRANTED,,0,0,138712
138907,84/04598/L,"121 Ashley RoadBristolBS6 5NU","Demolish porch and internal stairs.  Restore facade to original,  restore all ground floor internal features, replace roof, construct new mansard roof at rear of lower level, construct new porch and access stairs to upper floors.",GRANTED,GRANTED,,0,0,138907
138910,84/04583/A,"56 Union StreetBristolBS1 2DL",Internally illuminated projecting sign.,GRANTED subject to condition(s),GRANTED subject to condition(s),,0,0,138910
